message,label
Dile a mi mal personaje que no te gustan. Intentaré cambiar en & lt;#& gt; . Agregaré tat 2 mi resolución de año nuevo. Esperando tu respuesta. Be Frank ... Buenos días.,ham
No tengo su número señor,ham
Llegaré a la oficina alrededor & lt; decimal & gt; . &amperio; Mi móvil tiene problemas. No puedes conseguir mi voz. Así que te llames asa lo liberaré,ham
¡Que tengas buenas noches! Hablaré contigo más s tarde,ham
"Chiflado. Cortador. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. es decir, tu",ham
"Espero que este mensaje de texto te encuentre sonriendo. Si no, deja que este texto te dé una razón para sonreír. Que tengas un hermoso día.",ham
"No obtuve tu mensaje completo ... falta el texto, envíelo de nuevo",ham
Gana premios para tus compras frecuentes,1
"Sí, esa es la impresión que tengo",ham
"+123 Felicitaciones: en el sorteo de la competencia de esta semana, has ganado el premio de £ 1450 para reclamar, solo llame al 09050002311 B4280703. T&CS/Stop SMS 08718727868. Más de 18 solo 150ppm",spam
Canjea este cupón por un postre gratis,1
¡Gracias a Dios que están en la cama!,ham
"Urgente urgente! Tenemos 800 vuelos gratuitos a Europa para regalar, llame a B4 10 de septiembre y tome un amigo 4 gratis. Llame ahora para reclamar al 09050000555. BA128NFWFLY150PPM",spam
Llego a casa en 5 minutos.,ham
Haga clic para descargar este fondo de pantalla gratuito,1
Descubre las últimas tendencias de moda,1
Gud ni8 querido..slp bien.. tiene cuidado..swt sueños..muah ..,ham
"Al final, ella aún podría vomitar pero está bien. No todo saldrá.",ham
Según su solicitud 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' se ha establecido como su callertune para todas las personas que llaman. Presione *9 para copiar a sus amigos Callertune,ham
Consulte su información de contacto,0
Estoy en una película ... coleccione coche oredi ...,ham
veo. Cuando terminamos tenemos muchos préstamos para pagar,ham
Evicionamiento doble esta semana: ¡Spiral y Michael y Good Riddance para ellos!,ham
Monetiza tus habilidades con nuestro sistema,1
Usa este cupón antes de Caduque,1
Veré en media hora,ham
Este es un recordatorio de tu proxima cita,0
¿Cuándo se van?,ham
Significa que no podrías conservar tus palabras.,ham
"Ey. ¿Qué pasó? A apague la celda D todo el día. Esto no es bueno. Ahora, si te importa, llámame mañana.",ham
Su cuenta ha sido desbloqueada con éxito,0
Estoy caliente y caliente y dispuesto a vivir a ti - Envíelo una respuesta para escuchar a Strt Back de mí 150p por mensaje NetCollex LtdHelpDesk: 02085076972 Responder Pare to End To Fin,spam
Cos Daddy Time C Wat Time Fatch ü Mah ...,ham
"Hay alguien aquí que tiene un año & lt;#& gt;  Toyota Camry como el propio de Olayiwola. El kilometraje es & lt;#& gt; K.its limpio, pero necesito saber cuánto se venderá. Si puedo plantear la masa para qué tan pronto después de aterrizar se venderá. Holla de vuelta.",ham
Esperamos escapar a las 7 de Langport. ¿Sigues preparado para la ciudad esta noche?,ham
"Estimado, enviará por correo a Tonite.",ham
Tienes 1 nuevo correo de voz. Llame al 08719181513.,spam
Descubra las 10 claves para el éxito empresarial,1
No hay rompecabezas de gestión.,ham
Feliz cumpleanos de parte de todo el equipo,0
No te pierdas estos memes épicos,1
K :) K. ¿Estás en la universidad?,ham
¿Dónde está mi boytoy? :-(,ham
Tu balance y movimientos del mes están listos,0
Lee nuestro análisis semanal del mercado,1
"Mira, sabía darte un descanso varias veces, siempre te llevó a querer perderte el toque de queda. Te iba a dar hasta la vez, pero una película de medianoche no saldrá hasta las 2. Necesitas volver a casa. Necesitas dormir y, en todo caso, necesitas b Studding Ear entrenamiento.",ham
Dónde @,ham
Tu solicitud de crédito fue denegada,0
Prueba nuestra nueva app y obtén recompensas,1
Invierte en acciones y multiplica tu capital,1
Intercambie su bono aquí,1
"Estimados todos, como sabemos & lt;#& gt; Este es el & lt;#& gt; El cumpleaños de nuestro amoroso Gopalettan. Estamos planeando dar un pequeño regalo ese día. Aquellos a quienes les gusta participar en que son bienvenidos. Póngase en contacto con nuestro equipo administrativo para más detalles",ham
"Esperaba que no tuviera que enviarte este mensaje. Mi alquiler se debe y no tengo suficiente para ello. Mis reservas se han ido por completo. Es un préstamo que necesito y esperaba que la pudieras. El saldo es & lt;#& gt; . ¿Hay alguna manera de obtener eso de ti, hasta mediados de marzo cuando espero pagar?",ham
Lamentamos informarle que el producto está agotado,0
¿Recibiste la historia de esa persona?,ham
Baja nuestra guia de ejercicios gratis,1
Su reserva está confirmada,0
"Aldrine, Rakhesh ex rtm aquí.pls call.urgent.",ham
Ellos recogerán y caerán en el coche. Así que no hay problema.,ham
"V Skint también, pero imaginó pocos bevies. Si no lo hago, no por la noche",ham
Por favor asiste a la capacitación obligatoria de mañana,0
Loosu va al hospital. No lo dejes descuidado.,ham
Agenda tu cita virtual aqui,0
"Hola, ¿qué puedo aconsejarte?",0
Oh dios ... ¿los dientes? ¿Está doliendo?,ham
También recuerde que las cuentas no salen. Alguna vez.,ham
1 en CBE. 2 en Chennai.,ham
Extravió su número y estaba enviando mensajes de texto a su número anterior. Me pregunto por qué no he tenido noticias tuyas este año. Todo lo mejor de tu MCAT. Tengo este número de mis amigos de Atlanta,ham
No dispararme. Estoy en la sala de espera de los documentos. :/,ham
"De todos modos, golpéame en serio cuando regreses porque de lo contrario tengo que iluminar con Armand y él siempre tiene mierda y/o está vomitando",ham
Reduce los tamaños con nuestro plan de desintoxicación,1
Haz clic aquí para reclamar tu cupón de descuento,1
Tmr entonces ü brin lar ... aiya más tarde vengo n c lar ... mayb ü neva set correctamente ü obtener la hoja de ayuda wif ü ...,ham
Tu pasador temporal es 3897,0
Gana un día de spa en nuestro concurso de fin de mes,1
¡URGENTE! Su número de móvil ha sido otorgado con un premio de £ 2000 garantizado. Llame al 09061790121 desde la línea fija. Reclamación 3030. Válido 12 horas solo 150ppm,spam
K.K. ¿Cómo es su negocio ahora?,ham
Aiyah Lo siento Lor ... Miro el reloj de televisión hasta que olvidé 2 revisar mi teléfono.,ham
Solicite su seguro de desempleo,0
"¡Tengo un poco de sal, puedes frotarlo en mis heridas abiertas si quieres!",ham
¡V bien! Off 2 Sheffield Tom 2 Air mis opiniones sobre las categorías 2 b usó 2 medir etnia en el próximo censo. Ocupado transcribiendo. :-),ham
Solo diciéndole a todo el incidente.,ham
Necesitamos verificar su identidad,1
"Pero estuvieron juntos, así que deberías pensar en él",ham
¿A qué hora es tu vuelo TMR?,ham
"¡Los solteros sexys te esperan! Envíe un mensaje de texto con su edad seguido de su género como Wither M o F, por ejemplo, 23f. Para los hombres homosexuales, envíe un mensaje de texto con su edad seguido de un G. por ejemplo, 23g.",spam
Vivimos en el próximo & lt;#& gt; mínimos,ham
Hola estoy interesado en tus servicios,0
Necesitamos confirmar su dirección de envío,1
Hola mamá podríamos volver más tarde que & lt;#& gt;,ham
Firma el Diputado del Acuerdo de Depidencia,0
"Hola, planifiquemos sus inversiones juntos",0
Jaja ... Espero que ü pueda escuchar el sonido del recibo ... ¡GD suerte!,ham
¿Qué pasó con el crucero?,ham
Revise su número de teléfono,0
Suscríbete a nuestro boletín informativo semanal,1
Feliz cumpleaños te enviamos un obsequio virtual,0
"Excelente. Estoy en la iglesia ahora, holla cuando salga",ham
"""Hola nena Uawake?",ham
"Es bueno saber que se está instalando bien. Entonces, ¿qué pasa con Ola?",ham
Manténgase informado con nuestro boletín semanal,1
Habla con G y X sobre eso,ham
Nada será fácil. Pero no busques una razón para no arriesgarte a la vida y al amor,ham
Esta increíble oferta termina hoy ¡no te la pierdas!,1
Paga tu cuota antes del 30 y ahorra,0
Realmente apreciaría si me llamas. Solo necesito a alguien con quien hablar.,ham
"Me arresté por posesión, no te cago, & lt; Time & gt;  p.m",ham
Ups lo siento. Solo para comprobar que no te importa recogerme a Tomo a la mitad de las ocho de la estación. ¿Estaría bien?,ham
"¡Oh! ¡Mierda, pensé que ese era tu viaje! LOOOOOOOL ... Eso tiene mucho más sentido ahora ... * Sonríe * y la referencia del sofá fue ... el enlace de ""dormir en un sofá"" que me enviaste ... ¿no fue así como fuiste en tu viaje? Oh ... ¿y no tu bebé no te acompañó a esa celebración con tus alquileres?",ham
Ok.Ok ok ... entonces ... ¿?,ham
"! ¿Cómo va ese día? Qué estás haciendo ? Dónde estás ? Bebero mi capuchino y pienso en ti, mi amor ... te envío un beso desde el otro lado del mar",ham
"Hola, soy un príncipe nigeriano y necesito tu ayuda",1
Pero por favor no juegues en la vida de los demás.,ham
"Jaja ... sí, espero que perdamos unos kg por lun. Después de que el hip hop pueda ir a huerto y pesar nuevamente",ham
"Lo siento, te llamaré más tarde. Estoy en conocer señor.",ham
"No me temo realmente, no tengo amigos :(",ham
¿Has empezado en Skye?,ham
Aproveche nuestros planes de financiación,1
Su reclamo se ha resuelto favorablemente,0
Verifique su historial de transacciones,0
Necesitamos que verifiques tu cuenta,1
La suscripción de UR Tonexs se ha renovado y se le ha cobrado £ 4.50. Puede elegir 10 Polys más este mes. www.clubzed.co.uk *Billing Msg *,spam
A qué hora. Estoy fuera hasta el problema 3 más o menos,ham
Revisa y aprueba el contrato digital,0
Bishan Lar más cerca ... No es necesario comprar tan temprano porque si compra ahora tengo que estacionar mi auto ...,ham
Eso parece innecesariamente hostil,ham
"Se suponía que debía ser pero no podía hacerlo, aunque todavía está en la ciudad",ham
"""¡Estoy en Arestaurant comiendo calamares! Saldré alrededor de las 10:30, ¿quieres algo o es tan tarde?""",ham
Te asusté allí antes,ham
Inspírate con estas frases motivacionales,1
Me alegro. Estás siguiendo tus sueños.,ham
Necesita este seguro de vida ahora mismo,1
Su viaje de negocios está todo reservado,0
Realmente me está deprimiendo solo por quedarse.,ham
Este es un recordatorio de su cita médica.,0
Realmente necesito una mierda antes de mañana y sé que no estarás despierto antes como 6,ham
"Oh, solo tienes incluso contigo ... ¿tú?",ham
Envíame el número de Yetty por favor.,ham
La belleza de la vida está en el siguiente segundo ... que esconde miles de secretos. ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡Ent GUD N8,ham
Revisa tus transacciones recientes,0
Asista a la Junta de Accionistas este viernes,0
"Estoy cansado de discutir contigo esta semana tras semana. Haz lo que quieras y de ahora en adelante, haré lo mismo.",ham
En que año. Y cuántas millas.,ham
"Sí, él me envía: ¿es tat yijue? Luego me complace que es mi compañero de grupo porque nos reunimos hoy, mah ... pregunto si ü se iría antes o wat mah cos mayb ü haf para caminar V lejos ...",ham
Invierta en acciones de alto rendimiento hoy,1
Gana recompensas para tus compras diarias,1
Huh tan lento que llego mucho tiempo liao ... u 2 más días solo yo 4 más leh ...,ham
Mantén tu rutina fitness con nuestros videos,1
Transforma tu mente con nuestro retiro espiritual,1
"¡Has ganado! Como cliente valioso de Vodafone, nuestra computadora lo ha elegido para ganar un premio de £ 150. Recolectar es fácil. Solo llame al 09061743386",spam
"Lo siento, me bloqueé mi teclado.",ham
Mismo. Wana planifica un viaje alguna vez entonces,ham
Comunicación oficial: nuevos horarios de atención,0
"Ah, OK..",ham
"Los números de Voda de hoy que terminan 1225 se seleccionan para recibir un £ 50award. Si tiene una coincidencia, llame al 08712300220 citando el código de reclamación 3100 Aplicación de tarifas estándar",spam
Aprovecha nuestros planes de pago sin intereses,1
Tu reclamo ha sido resuelto favorablemente,0
Entonces conduces para.,ham
Es bueno saber de ti,ham
Últimas horas del lunes cibernético,1
"¡Lookatme!: ¡Gracias por su compra de un videoclip de Lookatme!, Se ha cobrado 35p. ¿Crees que puedes hacerlo mejor? ¿Por qué no enviar un video en un MMSTO 32323?",spam
"Sí, de hecho, él solo preguntó si necesitábamos algo como hace una hora. ¿Cuándo y cuánto?",ham
¿Vas a escribir el examen CCNA esta semana?,ham
¿Has terminado de trabajar todavía? :),ham
"87077: ¡Comenzan una nueva temporada con 2 semanas de goles y noticias para su móvil! Nombre de tu club txt a 87077 por ejemplo, villa a 87077",spam
Gana kms para tu proximo viaje,1
Me envió tu identificación de correo electrónico pronto,ham
Hola sere tu asesor de imagen personal,1
Me irá a unirme mañana.,ham
Ü Comin para buscarnos oredi ...,ham
Haz clic para obtener tu reporte crediticio gratis,1
Quiero comprender tu bonito botín :),ham
Obtenga envío gratis en su primera compra,1
Personaliza tu móvil con este fondo de pantalla,1
Reduzca sus cuotas con nuestro plan especial,1
"Oh :) Como de costumbre, la película de Vijay o es diferente?",ham
Te iba a preguntar jajaja pero creo que es a las 7,ham
Gane dinero desde casa sin esfuerzo,1
Estamos revisando su queja,0
Hola soy tu amigo de la infancia,0
Lamento informarte que tu solicitud ha sido rechazada,0
"K me voy pronto, estar allí un poco después de las 9",ham
Ayer compré la prueba. Es algo que le permite saber el día exacto que ovule. Cuando obtendrá 2U en aproximadamente 2 a 3 semanas. Pero por favor no se preocupe. Sé que estás preocupado. Por favor relájate. ¿También hay algo en tu historia pasada que debes decirme?,ham
"¡Hola! ¿Cómo estás? Estoy aburrido. Sin embargo, pensó que me aburriría con el televisor, pero yo lo estoy. ¿Dime que ha pasado algo emocionante? ¡Cualquier cosa! =/",ham
Muchas gracias por tus deseos en mi cumpleaños. Gracias por hacer que mi cumpleaños sea realmente memorable.,ham
Aprende a tocar la guitarra en solo 4 semanas,1
Su nueva contraseña ya está activa,0
Por favor sen :) mi amable consejo :-) por favor ven aquí y prueba :-),ham
¿Qué estás haciendo allí?,ham
"Sí, comencé a enviar solicitudes para hacerlo, pero el dolor regresó, así que estoy de vuelta en la cama. Monedas dobles en la fábrica también. Tengo que cobrar todos mis nitros.",ham
Te estamos esperando en nuestra próxima reunión,0
"4 tacos + 1 rajas burrito, ¿verdad?",ham
Aproveche esta oferta por tiempo limitado,1
¡PRIVADO! Su estado de cuenta de 2003 para 07753741225 muestra 800 no redimentado S. I. M. Puntos. Llame al 08715203677 Código de identificador: 42478 expira 24/10/04,spam
Sday solo se unió. Así que el entrenamiento comenzamos hoy :),ham
"En caso de que te despiertes preguntándome dónde estoy, olvidé que tengo que cuidar algo para la abuela hoy, debe hacerse antes del desfile",ham
Sí ... Confío en que compre cosas nuevas lo antes posible para poder probarlo,ham
Confirmamos la oficina de su pedido,0
"Su oportunidad de estar en un show de fantasía de realidad Llame ahora = 08707509020 solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tasa.",spam
Felicitaciones fue seleccionado por una entrevista,0
Compre ahora y reciba un descuento especial,0
"¡Urgente! Llame al 09066350750 desde su teléfono fijo. Su festivo de gratuita 4* Ibiza o 10,000 en efectivo en efectivo Collection Sae T & CS PO Box 434 SK3 8WP 150 PPM 18+",spam
Ahora conferencia de prensa DA :),ham
Ear dinero extra con esta parte -tiempo de trabajo,1
"No estoy fumando mientras la gente usa ""Wylie fuma demasiado"" para justificar la arruinación de mi mierda",ham
Tus comentarios constructivos nos hacen crecer,0
"Jajaja, ¿todavía te sientes enfermo?",ham
Desata su potencial sexual con estas píldoras,1
Hablando de ¿ya tiene dinero en efectivo?,ham
Feliz día de mamá eres el mejor,0
Haga clic para ver el video más divertido,1
Estoy en casa. Por favor llame,ham
"Hola ... gran oferta ... Tour agrícola de 9 a.m. a 5 p.m. $ 95/pax, $ 50 depósito antes del 16 de mayo",ham
Viejo huerto cerca de Univ. ¿Y tú?,ham
"""Mantenga sus problemas en su corazón, porque nadie luchará por usted. Solo usted & amp; usted tiene que luchar por su yo y amp; Gana la batalla. -Vivekanand- g 9t .. Sd ..",ham
De acuerdo. Solo le pregunto a la película. ¿Usted wan ktv oso?,ham
Aprende a meditar y reduce tu estrés,0
Recibe tu súper en la puerta de tu casa,1
En chikku nange bakra msg kalstiya .. entonces tenía té/café?,ham
Este producto revolucionario te quitara las manchas de la piel,1
2/2 146TF150P,spam
"Carlos tomó un tiempo (nuevamente), nos vamos en un minuto",ham
Tu donación puede marcar la diferencia en muchas vidas,0
Ummmmmaah muchos muchos retornos felices del día D mi querido dulce corazón .. Feliz cumpleaños querida,ham
De acuerdo. Te hará bien más tarde.,ham
"respectivamente. Repito, solo envía un mensaje de texto con la palabra OK en tu teléfono móvil y envío",spam
Ü Come Lt 25 n Pass to Me Lar,ham
Pierde peso de manera saludable con nuestros consejos nutricionales,1
"Gana un viaje, todo pagado participando en nuestro sorteo",1
Tu opinión sincera nos importa,0
"K dame un segundo, rompiendo a & lt;#& gt;  en Cstore",ham
Ok.Ok ok ... entonces ... ¿?,ham
Estoy en el cargo ahora. Te llamaré & lt;#& gt;  Min :),ham
Bonus de HMV Especial 500 libras de cupones de HMV genuinos que se ganarán. Simplemente responda 4 preguntas fáciles. ¡Juega ahora! Enviar HMV al 86688 Más información: www.100 porcent--real.com,spam
Mantenga sus altas defensas con vitamina C,1
"No * estoy trabajando en la cosa de tu rumi, pero tengo una casa llena de mocosos gritando, así que * me estoy sacando el pelo! Amarte",ham
Aight ¿Todavía quieres obtener dinero?,ham
Los enviaré a su correo electrónico. ¿Te importa & lt;#& gt;  veces por noche?,ham
¿Sigues jugando con Gautham?,ham
"Oh, entonces tu teléfono me llamó pero se desconectó",ham
¿Todavía estamos por esta noche?,ham
Eso es genial. ¿Cómo estuvo su día?,ham
"K, tiene sentido, por cierto, Carlos está siendo difícil, por lo que ustedes van a fumar mientras yo mismo recoge el segundo lote y obtenga gasolina",ham
Te esperamos en la reunion de manana,0
Estoy bien. Persiguiendo el sueño. Qué es bueno. ¿Qué estás haciendo a continuación?,ham
Obten un prestamo facilmente sin verificacion de credito,1
Intentamos llamarlo con su respuesta a nuestro SMS para un video móvil 750 mins de texto ilimitado + respuesta de videocorda gratuita de la llamada 08000930705 ahora,spam
Sigue siendo un hermano entre los hermanos,ham
Reforzar su sistema inmunológico con nuestras vitaminas,1
Acabo de despertar. Yeesh es tarde. Pero no me quedé dormido hasta Til & lt;#& gt; soy :/,ham
Gana una tarjeta de regalo de 100 dólares,1
"Hmm ... no sé leh, mayb una bolsa 4 goigng out dat no es demasiado pequeña. O jus cualquier cosa excepto el perfume, smth dat, puedo conservar.",ham
"Excelente pensamiento: ""Esté agradecido de que no tengas todo lo que quieres. Eso significa que todavía tienes la oportunidad de ser más feliz mañana que hoy"". :-)",ham
"Si no me encuentro con ü todo rito, me iré a casa para. Si ü dun siente como si estuviera bien.",ham
Reciba sus pedidos sin costo de envío,1
"Er, hola, las cosas no fueron planeadas: está cojeando lentamente a casa seguido de AA y con escape colgando",ham
Gracias mucho ...,ham
"Wan2 Gana un encuentro+Greet with Westlife 4 u o un m8? ¿Están actualmente en qué gira? 1) Unbreakable, 2) Untomed, 3) Unkempt. Texto 1,2 o 3 a 83049. Costo 50p +STD Texto",spam
"Date prisa a casa, Big Butt. Cuelga en su última persona que llame si tiene que hacerlo. La comida está hecha y me estoy muriendo de hambre. No preguntes qué cociné.",ham
"Ya, le dijeron ... ¿estaba preguntando a Wats Matter?",ham
Reconfirma tu reserva para el tratamiento,0
Entonces eso le quita algunas preocupaciones de dinero,ham
Ahorre dinero en lencería de boda en www.bridal.petticoatdreams.co.uk Elija entre una excelente selección con entrega nacional. Traído a ti por Weddingfriend,spam
Consulte su información de contacto,0
Lugar del cliente Te llamaré.,ham
Entiendo. Diecisiete libras por setecientos ml - Hope Ok.,ham
Verifique y actualice su perfil,0
Bloomberg -Message Center +447797706009 ¿Por qué esperar? Solicite su futura http: // carreras. Bloomberg.com,spam
Algunos de ellos dijeron que Accenture no está confirmado. ¿Es cierto?,ham
Haga clic aquí para reclamar su cupón de descuento,1
Nena !!!! TE AMO !!!! *Cubre tu cara en besos*,ham
¡Disfruta del club de oro de videos de Jamster con tus créditos para 2 nuevos videosmiros+2 logotipos+MusicNews! ¡Diviértete más de Jamster.co.uk! 16+solo ayuda? Llame al: 09701213186,spam
Él jodiendo caminó. Me envió un mensaje que llegaría tarde y me zumbaría y luego no escuché una palabra de él,ham
¿Dónde te has escondido a un extraño?,ham
¡Eso va a arruinar tu tesis!,ham
Domina la oratoria con este curso,1
Estoy en el sitio de Uworld. ¿Estoy comprando solo el QBank o también lo estoy comprando con la autoevaluación?,ham
Gracias por preferirnos estamos comprometidos con su satisfacción,0
A las 7 iremos bien na.,ham
¡Llame a Alemania por solo 1 penique por minuto! Llame desde una línea fija a través del número de acceso 0844 861 85 85. Sin anticipación. ¡Acceso directo! www.telediscount.co.uk,spam
Amigos con los que puedes quedarte en chatear FB,ham
Adquiere su seguro de hogar con nosotros,1
¿Vas a 2nite?,ham
"Sí, viene, porque Jay quiere hacer algunas drogas",ham
¡Bognor lo es! Debe ser espléndido en esta época del año.,ham
Acceder a beneficios exclusivos en nuestro club,1
Cómo estás. ¿Cómo está la reina? Vas a ir a la boda real,ham
"Anuncio de servicio al cliente. Recientemente tratamos de hacerle una entrega, pero no pudimos hacerlo, llame al 07099833605 para volver a programar. Ref: 9280114",spam
"Eres tan pésimo, corre, ya vuelve a la mitad de la mitad ... ji ...",ham
Lamentamos los inconvenientes causados ​​por el retraso,0
"No he escuchado nada y no está respondiendo a mis mensajes de texto, así que supongo que se desprende. Dicho eso, el JB es fantástico",ham
Oh Dios. Voy a buscar en Google acantilados cercanos ahora.,ham
"Línea única con un gran significado ::::: ""Se pierda cualquier cosa 4 tu"" mejor vida ""pero no te pierdas tu mejor vida por nada ... gud nyt ...",ham
"Y eso está bien, obtuve suficiente brote para durar la mayor parte de la noche al menos",ham
en algún lugar debajo de la luz de la luna pálida que alguien piense en ti en algún lugar donde los sueños se hacen realidad ... Goodnite & amp; dulces sueños,ham
"Obtenga una película gratuita de reproductor de video móvil. Para recopilar texto, vaya a 89105. ¡Es gratis! Se pueden ordenar películas adicionales T y C. Solo 18 años",spam
Resalta tu belleza natural con nuestro maquillaje,1
¿Cuál es tu número de habitación de nuevo? Quiero asegurarme de que estoy llamando a la puerta derecha,ham
No me importa si no me extrañas o si no me necesitas ... pero realmente me lastimarás cuando me necesitas y amp; no me dices ......... Cuídate :-),ham
Recuerda que tienes una reunión importante el lunes.,0
Gracias por preferir que su opinión es muy importante para nosotros.,0
Estoy trabajando soporte técnico :) Proceso de voz.,ham
Solo me odias. Puede llamar a cualquiera pero no aceptó ni una sola llamada mía. O incluso tu mensaje,ham
No sé hasta que ... vamos a aprender pilates ...,ham
Obtenga envío expreso gratuito en compras superiores a $ 100,1
Su suscripción se ha renovado automáticamente,0
¿Por qué te despierto tan temprano?,ham
Libera tu potencial artístico con nuestro juego de pintura,1
Asista a nuestra conferencia anual,0
"¿Meh? Los que algunos chocarán ... realmente ah, no me importa ... no he visto haber perdido peso ... caramba ...",ham
Resalta tu belleza con nuestro lápiz labial,1
"Mucha gente parece ser especial a primera vista, pero solo muy pocos seguirán siendo especial para usted hasta su última vista. Manténgalos hasta que termine la vida ... Toma cr da",ham
"Envíe su fecha de nacimiento con mes y año, le daré el nombre de su compañero de vida. y el método de cálculo. Respuesta debe.",ham
"La mayor parte del tiempo cuando no te deja abrazar, es para no llorar.",ham
Gana puntos extra con nuestro club viajero,1
Lol boo esperaba una risa,ham
G.W.R,ham
"Eso apesta. Voy a ir para que puedas peinarme. Lo harás gratis, ¿verdad?",ham
Sí. Casi no puedes aha.,ham
Estaba dormido ese tiempo. ¿Estás ahí?,ham
"¡BIEN HECHO! Su fiesta de 4* Costa del Sol o la colección de espera £ 5000. Llame al 09050090044 ahora Toclaim. SAE, TCS, POBOX334, Stockport, SK38XH, Costo de £ 1.50/pm, max10mins",spam
Confirme su correo electrónico haciendo clic en,1
Ayúdanos mejor con tus sugerencias,0
Has ganado un cupón de compra en nuestra tienda,1
Últimos días de rebajas ¡no te los pierdas!,1
¿Siempre celebras NY con tu familia?,ham
"Tengo 2 citas de documentos la próxima semana.: Estoy cansado de que me empujen cosas. Ugh, ¿por qué no podría haber tenido un cuerpo normal?",ham
"Es genial, avíseme antes de que comience alrededor de & lt;#& gt; , Estaré fuera y todo el día",ham
Acceda a descuentos exclusivos en nuestro sitio web,1
No das un mono volador que piensan y ciertamente no me importa. ¡Cualquier amigo mío y todo eso!,ham
"Probablemente no, todavía revisando algunas cosas aquí",ham
Haga clic para ver el video más divertido,1
85233 gratis> tono de llamada! Respuesta real,spam
Gracias por tu interés te contactaremos pronto,0
Su reserva ha sido procesada con éxito,0
"La declaración jurada dice & lt;#& gt;  E Twiggs St, División G, Correos y lt;#& gt; , & lt; Time & gt;  SOY. Te verificaré dos veces y te enviaré un mensaje de texto de nuevo mañana",ham
Ear dinero como comprador misterioso,1
Bajo nuestro libro electrónico de viajes imperdibles,1
"¡Hola amante! Te amo !! Tenía que decir ... miro tu foto y me duele sentirte entre mis piernas ... joder, te quiero ... te necesito ... te anhelo.",ham
¿Cerebraje?,ham
No ... TEL Nombre del software ..,ham
Bajo nuestra guía de ejercicio libre,1
"Vivir es muy simple ... El amor también es simple ... La risa es demasiado simple ... ganar es demasiado simple ... pero, ser ""simple"" es muy difícil ... ;-) :-)",ham
4mths Half Price Rental de alquiler de línea naranja y los últimos teléfonos con cámara 4 gratis. ¿Tenía su teléfono 11mths+? ¡Llame a MobilesDirect GRATIS al 08000938767 para actualizar ahora! OR2stoptxt T&CS,spam
Entonces mamá se arrepiente de cómo?,ham
Nuevo TextBuddy Chat 2 Horny Guys en su área 4 Solo 25p gratis 2 Recibe un código postal de búsqueda o en GayTextBuddy.com. Txt un nombre a 89693,spam
"¡No se preocupe, * es fácil una vez que tenga ingredientes!",ham
"¿Eso es muy grosero, tú en el campus?",ham
Entrada gratuita en 2 una composición semanal para tener la oportunidad de ganar un iPod. TXT Pod a 80182 para obtener la entrada (Tasa de TXT STD) Aplicar 08452810073 para más detalles 18+,spam
"Lo siento, la última noche, no fue culpa de que fui yo, cónyuge, ¡fue PMT o Sumthin! ¿Me hayas 4give? Creo que shldxxxx",ham
"Un Bloo Bloo Bloo, extrañaré el primer tazón",ham
Saludos por el mensaje Zogtorius. He estado mirando mi teléfono para una edad que decide si enviar un mensaje de texto o no.,ham
Mi examen es para el 4 de febrero. Te deseo un gran día.,ham
Necesito que revises el documento adjunto y me dé tus comentarios.,0
"Es difícil creer cosas como esta. Todos pueden decir mentir, pero piense dos veces antes de decirme algo.",ham
Tenemos que elegir a Rayan Macleran allí.,ham
"Estoy en una reunión, llámame más tarde al",ham
No te conozco y no me conoces. ¡Envíe el chat al 86688 ahora y nos encontremos! Solo 150p/Msg RCVD. HG/Suite342/2lands/Row/W1J6Hl Ldn. 18 años o más.,spam
Gracias por tu lealtad a nuestra marca,0
Haciendo mi maestría. ¿Cuándo comprarás un bb porque tengo a la venta y cómo está bf?,ham
"No puedo creer lo apegado que estoy a verte todos los días. Sé que harás lo mejor que puedas para llegar a mí, nena. Iré a enseñar a mi clase a tu medianoche",ham
Estaré en Sch FR 4-6 ... Dun Haf da Book en Sch ... está en casa ...,ham
2Mro No voy a venir a Gym Machan. Buenas noches.,ham
No. 1 Nokia Tone 4 ¡Ur Mob cada semana! Solo txt nok a 87021. ¡1er tono gratis! Así que consigue a Txtin ahora y cuéntale a tus amigos. 150p/tono. 16 Respuesta HL 4info,spam
¡Soy genial! ¿Cómo estás?,ham
Estaban en algún lugar de Fredericksburg,ham
Necesitas este seguro de vida ahora mismo,1
Descubre las claves de un negocio exitoso,1
Aproveche las ofertas de último minuto,1
Ejerce su cerebro con acertijos diarios,1
Así que hay un anillo que viene con los disfraces de los muchachos. Está ahí para que puedan regalar su futuro. Pista,ham
¿Es bueno el libro de vida de la serie Fujitsu?,ham
"¿Tienes lo que se necesita participar en el rally WRC en Oz? ¡Puedes con Lucozade Energy! Text Rally LE a 61200 (25p), ver paquetes o lucozade.co.uk/wrc y podría ser u!",spam
"Lo siento, son muchas cosas de amigo de amigo, estoy a punto de hablar con el tipo real que quiere comprar",ham
Su donación puede marcar la diferencia en muchas vidas,0
La colocación de estos bocadillos,1
Pero no estás en contacto conmigo.,ham
